f,f_id,hours,hum,tem
2018-01-23 10:00:00,15104,10,55.8,20.6
2018-01-23 11:00:00,15105,11,63.2,18.7
2018-01-23 12:00:00,15052,6,88.0,12.1
2018-01-23 13:00:00,15106,12,71.2,17.0
2018-01-23 14:00:00,15143,1,76.0,16.1
2018-01-23 15:00:00,15144,2,80.2,15.4
2018-01-23 16:00:00,15145,3,84.7,14.7
2018-01-23 17:00:00,15053,7,88.9,11.8
2018-01-23 18:00:00,15054,8,89.8,11.5
2018-01-23 19:00:00,15055,9,90.3,11.3
2018-01-23 20:00:00,15056,10,89.2,11.5
2018-01-23 21:00:00,15057,11,88.3,11.7
2018-01-23 22:00:00,15058,12,84.7,12.7
2018-01-23 23:00:00,15095,1,80.0,13.9
2018-01-24 00:00:00,17354,4,79.3,5.8
2018-01-24 01:00:00,17355,5,79.2,5.8
2018-01-24 02:00:00,17400,2,74.0,7.1
2018-01-24 03:00:00,17401,3,71.8,7.9
2018-01-24 04:00:00,17402,4,69.0,8.4
2018-01-24 05:00:00,17403,5,68.1,8.7
2018-01-24 06:00:00,17404,6,67.1,9.2
2018-01-24 07:00:00,17405,7,69.0,9.0
2018-01-24 08:00:00,17406,8,70.5,8.8
2018-01-24 09:00:00,17407,9,74.2,8.4
2018-01-24 10:00:00,17408,10,78.5,8.2
2018-01-24 11:00:00,17409,11,81.4,8.4
2018-01-24 12:00:00,17356,6,78.9,5.9
2018-01-24 13:00:00,17410,12,81.2,8.9
2018-01-24 14:00:00,17447,1,89.1,8.2
2018-01-24 15:00:00,17448,2,89.9,8.3
2018-01-24 16:00:00,17449,3,90.5,8.4
2018-01-24 17:00:00,17357,7,79.9,5.8
2018-01-24 18:00:00,17358,8,79.6,5.9
2018-01-24 19:00:00,17359,9,79.4,6.0
2018-01-24 20:00:00,17360,10,80.5,5.7
2018-01-24 21:00:00,17361,11,81.5,5.6
2018-01-24 22:00:00,17362,12,82.9,5.6
2018-01-24 23:00:00,17399,1,78.9,6.3
2018-01-25 00:00:00,17450,4,92.5,8.2
2018-01-25 01:00:00,17451,5,92.9,8.2
2018-01-25 02:00:00,17496,2,91.1,6.1
2018-01-25 03:00:00,17497,3,90.6,5.9
2018-01-25 04:00:00,17498,4,89.0,5.6
2018-01-25 05:00:00,17499,5,89.3,5.2
2018-01-25 06:00:00,17500,6,88.1,5.1
2018-01-25 07:00:00,17501,7,87.0,4.7
2018-01-25 08:00:00,17502,8,84.7,4.6
2018-01-25 09:00:00,17503,9,84.2,4.3
2018-01-25 10:00:00,17504,10,85.2,3.9
2018-01-25 11:00:00,17505,11,84.5,4.1
2018-01-25 12:00:00,17452,6,93.3,8.2
2018-01-25 13:00:00,17506,12,78.3,4.6
2018-01-25 14:00:00,17543,1,84.0,4.4
2018-01-25 15:00:00,17544,2,84.1,4.2
2018-01-25 16:00:00,17545,3,83.5,4.1
2018-01-25 17:00:00,17453,7,94.2,8.1
2018-01-25 18:00:00,17454,8,94.3,8.1
2018-01-25 19:00:00,17455,9,94.4,8.1
2018-01-25 20:00:00,17456,10,94.6,7.8
2018-01-25 21:00:00,17457,11,94.8,7.5
2018-01-25 22:00:00,17458,12,96.0,7.4
2018-01-25 23:00:00,17495,1,93.3,6.4
2018-01-26 00:00:00,15146,4,87.2,14.4
2018-01-26 01:00:00,15147,5,89.6,14.0
2018-01-26 02:00:00,15192,2,69.1,17.3
2018-01-26 03:00:00,15193,3,61.5,19.0
2018-01-26 04:00:00,15194,4,55.3,20.6
2018-01-26 05:00:00,15195,5,50.3,21.8
2018-01-26 06:00:00,15196,6,46.7,22.7
2018-01-26 07:00:00,15197,7,45.4,23.4
2018-01-26 08:00:00,15198,8,45.6,23.2
2018-01-26 09:00:00,15199,9,50.4,22.1
2018-01-26 10:00:00,15200,10,59.1,20.1
2018-01-26 11:00:00,15201,11,65.7,18.7
2018-01-26 12:00:00,15148,6,91.8,13.6
2018-01-26 13:00:00,15202,12,71.0,17.8
2018-01-26 14:00:00,15239,1,81.9,15.6
2018-01-26 15:00:00,15240,2,84.9,15.0
2018-01-26 16:00:00,15241,3,88.4,14.5
2018-01-26 17:00:00,15149,7,93.4,13.2
2018-01-26 18:00:00,15150,8,95.3,12.8
2018-01-26 19:00:00,15151,9,96.6,12.4
2018-01-26 20:00:00,15152,10,95.8,12.3
2018-01-26 21:00:00,15153,11,95.5,12.3
2018-01-26 22:00:00,15154,12,91.5,13.1
2018-01-26 23:00:00,15191,1,77.6,15.6
2018-01-27 00:00:00,15242,4,82.3,15.5
2018-01-27 01:00:00,15243,5,83.9,15.0
2018-01-27 02:00:00,15288,2,70.7,14.9
2018-01-27 03:00:00,15289,3,67.1,15.4
2018-01-27 04:00:00,15290,4,64.4,16.1
2018-01-27 05:00:00,15291,5,61.8,16.5
2018-01-27 06:00:00,15292,6,60.3,16.8
2018-01-27 07:00:00,15293,7,61.8,16.2
2018-01-27 08:00:00,15294,8,59.9,16.2
2018-01-27 09:00:00,15295,9,62.3,15.6
2018-01-27 10:00:00,15296,10,69.0,14.6
2018-01-27 11:00:00,15297,11,72.7,14.1
2018-01-27 12:00:00,15244,6,85.1,14.7
2018-01-27 13:00:00,15298,12,72.6,14.4
2018-01-27 14:00:00,15335,1,74.0,14.7
2018-01-27 15:00:00,15336,2,75.5,14.5
2018-01-27 16:00:00,15337,3,76.6,14.3
2018-01-27 17:00:00,15245,7,86.8,14.1
2018-01-27 18:00:00,15246,8,88.7,13.5
2018-01-27 19:00:00,15247,9,90.0,13.0
2018-01-27 20:00:00,15248,10,91.0,12.5
2018-01-27 21:00:00,15249,11,92.4,12.0
2018-01-27 22:00:00,15250,12,92.6,12.0
2018-01-27 23:00:00,15287,1,74.0,14.4
2018-01-28 00:00:00,15338,4,81.6,13.4
2018-01-28 01:00:00,15339,5,82.6,13.2
2018-01-28 02:00:00,15384,2,79.4,14.0
2018-01-28 03:00:00,15385,3,75.6,14.5
2018-01-28 04:00:00,15386,4,74.5,15.0
2018-01-28 05:00:00,15387,5,74.3,15.2
2018-01-28 06:00:00,15388,6,75.8,15.0
2018-01-28 07:00:00,15389,7,75.8,14.8
2018-01-28 08:00:00,15390,8,73.6,14.9
2018-01-28 09:00:00,15391,9,78.2,14.1
2018-01-28 10:00:00,15392,10,85.1,13.5
2018-01-28 11:00:00,15393,11,87.5,13.4
2018-01-28 12:00:00,15340,6,83.5,13.1
2018-01-28 13:00:00,15394,12,83.6,14.5
2018-01-28 14:00:00,15431,1,85.0,14.4
2018-01-28 15:00:00,15432,2,85.4,14.5
2018-01-28 16:00:00,15433,3,85.2,14.8
2018-01-28 17:00:00,15341,7,85.1,13.0
2018-01-28 18:00:00,15342,8,86.8,12.9
2018-01-28 19:00:00,15343,9,88.1,12.8
2018-01-28 20:00:00,15344,10,88.8,12.5
2018-01-28 21:00:00,15345,11,89.9,12.3
2018-01-28 22:00:00,15346,12,90.5,12.5
2018-01-28 23:00:00,15383,1,82.7,13.5
2018-01-29 00:00:00,15434,4,90.4,14.0
2018-01-29 01:00:00,15435,5,90.7,14.2
2018-01-29 02:00:00,15480,2,95.9,14.0
2018-01-29 03:00:00,15481,3,93.6,14.6
2018-01-29 04:00:00,15482,4,90.7,15.4
2018-01-29 05:00:00,15483,5,87.9,15.8
2018-01-29 06:00:00,15484,6,85.5,16.3
2018-01-29 07:00:00,15485,7,80.6,16.9
2018-01-29 08:00:00,15486,8,76.3,17.2
2018-01-29 09:00:00,15487,9,78.5,16.8
2018-01-29 10:00:00,15488,10,85.4,16.0
2018-01-29 11:00:00,15489,11,89.1,15.6
2018-01-29 12:00:00,15436,6,90.5,14.3
2018-01-29 13:00:00,15490,12,90.3,15.6
2018-01-29 14:00:00,15527,1,89.0,15.6
2018-01-29 15:00:00,15528,2,89.5,15.6
2018-01-29 16:00:00,15529,3,90.5,15.7
2018-01-29 17:00:00,15437,7,91.0,14.3
2018-01-29 18:00:00,15438,8,91.8,14.2
2018-01-29 19:00:00,15439,9,91.6,14.2
2018-01-29 20:00:00,15440,10,94.1,13.7
2018-01-29 21:00:00,15441,11,97.3,13.0
2018-01-29 22:00:00,15442,12,95.9,13.5
2018-01-29 23:00:00,15479,1,97.2,13.4
2018-01-30 00:00:00,15530,4,91.1,15.6
2018-01-30 01:00:00,15531,5,92.3,15.4
2018-01-30 02:00:00,15576,2,83.8,11.3
2018-01-30 03:00:00,15577,3,80.5,11.0
2018-01-30 04:00:00,15578,4,80.0,10.2
2018-01-30 05:00:00,15579,5,79.1,9.3
2018-01-30 06:00:00,15580,6,79.3,8.4
2018-01-30 07:00:00,15581,7,82.2,7.4
2018-01-30 08:00:00,15582,8,81.8,6.9
2018-01-30 09:00:00,15583,9,82.8,6.4
2018-01-30 10:00:00,15584,10,85.0,6.4
2018-01-30 11:00:00,15585,11,83.4,6.7
2018-01-30 12:00:00,15532,6,93.0,15.3
2018-01-30 13:00:00,15586,12,86.0,6.5
2018-01-30 14:00:00,15623,1,84.7,6.5
2018-01-30 15:00:00,15624,2,86.0,6.3
2018-01-30 16:00:00,15625,3,84.7,6.4
2018-01-30 17:00:00,15533,7,93.3,14.8
2018-01-30 18:00:00,15534,8,93.9,14.3
2018-01-30 19:00:00,15535,9,93.8,13.9
2018-01-30 20:00:00,15536,10,94.3,13.0
2018-01-30 21:00:00,15537,11,95.3,12.1
2018-01-30 22:00:00,15538,12,95.3,11.6
2018-01-30 23:00:00,15575,1,86.6,11.7
2018-01-31 00:00:00,15626,4,87.6,5.7
2018-01-31 01:00:00,15627,5,86.3,5.7
2018-01-31 02:00:00,15672,2,45.1,6.9
2018-01-31 03:00:00,15673,3,40.5,7.7
2018-01-31 04:00:00,15674,4,39.3,7.8
2018-01-31 05:00:00,15675,5,38.1,8.0
2018-01-31 06:00:00,15676,6,37.2,8.4
2018-01-31 07:00:00,15677,7,40.5,8.2
2018-01-31 08:00:00,15678,8,43.8,8.1
2018-01-31 09:00:00,15679,9,47.3,7.9
2018-01-31 10:00:00,15680,10,49.3,7.9
2018-01-31 11:00:00,15681,11,48.5,8.2
2018-01-31 12:00:00,15628,6,85.3,5.8
2018-01-31 13:00:00,15682,12,49.4,8.3
2018-01-31 14:00:00,15719,1,50.9,7.5
2018-01-31 15:00:00,15720,2,51.5,7.0
2018-01-31 16:00:00,15721,3,49.7,6.6
2018-01-31 17:00:00,15629,7,83.2,5.7
2018-01-31 18:00:00,15630,8,80.6,5.6
2018-01-31 19:00:00,15631,9,78.5,5.6
2018-01-31 20:00:00,15632,10,79.8,5.0
2018-01-31 21:00:00,15633,11,80.7,4.6
2018-01-31 22:00:00,15634,12,80.1,4.6
2018-01-31 23:00:00,15671,1,52.3,6.1
2018-02-01 00:00:00,34475,4,80.1,18.0
2018-02-01 01:00:00,34474,5,81.9,17.5
2018-02-01 02:00:00,34525,2,50.9,24.7
2018-02-01 03:00:00,34524,3,44.7,26.2
2018-02-01 04:00:00,34523,4,40.8,27.3
2018-02-01 05:00:00,34522,5,36.3,28.5
2018-02-01 06:00:00,34521,6,36.2,29.5
2018-02-01 07:00:00,34520,7,36.7,29.4
2018-02-01 08:00:00,34519,8,36.2,29.6
2018-02-01 09:00:00,34518,9,39.2,28.7
2018-02-01 10:00:00,34517,10,44.2,26.5
2018-02-01 11:00:00,34516,11,52.6,24.1
2018-02-01 12:00:00,34473,6,84.4,16.9
2018-02-01 13:00:00,34515,12,58.2,22.3
2018-02-01 14:00:00,34574,1,63.1,21.1
2018-02-01 15:00:00,34573,2,68.1,20.0
2018-02-01 16:00:00,34572,3,71.3,19.2
2018-02-01 17:00:00,34472,7,85.2,16.6
2018-02-01 18:00:00,34471,8,87.5,16.1
2018-02-01 19:00:00,34470,9,88.8,15.8
2018-02-01 20:00:00,34469,10,90.0,15.8
2018-02-01 21:00:00,34468,11,86.9,17.1
2018-02-01 22:00:00,34467,12,66.4,21.1
2018-02-01 23:00:00,34526,1,60.6,22.7
2018-02-02 00:00:00,35219,28,78.9,21.4
2018-02-02 01:00:00,35218,29,80.6,20.9
2018-02-02 02:00:00,35209,38,61.8,23.5
2018-02-02 03:00:00,35208,39,57.8,24.5
2018-02-02 04:00:00,35207,40,60.1,24.2
2018-02-02 05:00:00,35206,41,63.9,23.5
2018-02-02 06:00:00,35205,42,69.6,22.5
2018-02-02 07:00:00,35204,43,70.2,22.3
2018-02-02 08:00:00,35203,44,69.6,22.2
2018-02-02 09:00:00,35202,45,71.1,21.7
2018-02-02 10:00:00,35201,46,74.6,21.4
2018-02-02 11:00:00,35200,47,77.7,21.1
2018-02-02 12:00:00,35217,30,81.8,20.6
2018-02-02 13:00:00,35199,48,77.4,21.4
2018-02-02 14:00:00,35216,31,82.4,20.3
2018-02-02 15:00:00,35215,32,83.1,20.0
2018-02-02 16:00:00,35214,33,83.3,19.7
2018-02-02 17:00:00,35213,34,84.5,19.2
2018-02-02 18:00:00,35212,35,83.5,19.4
2018-02-02 19:00:00,35211,36,74.8,20.9
2018-02-02 20:00:00,35210,37,67.2,22.3
2018-02-02 21:00:00,35630,1,66.6,20.4
2018-02-02 22:00:00,35629,2,67.7,19.8
2018-02-02 23:00:00,35628,3,70.6,19.2
2018-02-03 00:00:00,35627,4,74.1,18.3
2018-02-03 01:00:00,35626,5,76.7,17.7
2018-02-03 02:00:00,35616,2,61.8,20.5
2018-02-03 03:00:00,35614,3,57.7,21.8
2018-02-03 04:00:00,35612,4,56.0,22.5
2018-02-03 05:00:00,35610,5,55.6,22.9
2018-02-03 06:00:00,35608,6,53.8,23.4
2018-02-03 07:00:00,35606,7,54.8,23.4
2018-02-03 08:00:00,35604,8,54.9,23.3
2018-02-03 09:00:00,35602,9,56.9,22.9
2018-02-03 10:00:00,35600,10,61.5,22.0
2018-02-03 11:00:00,35598,11,65.1,21.3
2018-02-03 12:00:00,35625,6,77.3,17.3
2018-02-03 13:00:00,35596,12,66.9,21.1
2018-02-03 14:00:00,35594,1,71.5,20.3
2018-02-03 15:00:00,35591,2,72.0,20.0
2018-02-03 16:00:00,35588,3,74.6,19.7
2018-02-03 17:00:00,35624,7,78.7,16.9
2018-02-03 18:00:00,35623,8,79.2,16.6
2018-02-03 19:00:00,35622,9,79.9,16.2
2018-02-03 20:00:00,35621,10,78.9,16.3
2018-02-03 21:00:00,35620,11,76.4,16.8
2018-02-03 22:00:00,35619,12,70.6,18.3
2018-02-03 23:00:00,35618,1,67.3,19.2
2018-02-04 00:00:00,35585,4,77.3,19.1
2018-02-04 01:00:00,35582,5,79.3,18.8
2018-02-04 02:00:00,35554,2,72.3,20.5
2018-02-04 03:00:00,35550,3,71.4,21.0
2018-02-04 04:00:00,35546,4,70.2,21.5
2018-02-04 05:00:00,35542,5,70.2,21.9
2018-02-04 06:00:00,35538,6,71.0,21.8
2018-02-04 07:00:00,35534,7,69.7,22.1
2018-02-04 08:00:00,35530,8,67.6,22.4
2018-02-04 09:00:00,35526,9,67.5,22.4
2018-02-04 10:00:00,35522,10,72.7,21.5
2018-02-04 11:00:00,35518,11,76.8,20.9
2018-02-04 12:00:00,35579,6,79.9,18.6
2018-02-04 13:00:00,35514,12,77.2,20.9
2018-02-04 14:00:00,35510,1,81.5,20.3
2018-02-04 15:00:00,35506,2,82.0,20.0
2018-02-04 16:00:00,35502,3,86.1,19.3
2018-02-04 17:00:00,35576,7,80.9,18.4
2018-02-04 18:00:00,35573,8,81.4,18.2
2018-02-04 19:00:00,35570,9,81.9,18.0
2018-02-04 20:00:00,35567,10,82.3,17.9
2018-02-04 21:00:00,35564,11,81.0,18.2
2018-02-04 22:00:00,35561,12,76.6,19.2
2018-02-04 23:00:00,35558,1,74.2,20.0
2018-02-05 00:00:00,35498,4,86.9,19.2
2018-02-05 01:00:00,35494,5,88.1,19.2
2018-02-05 02:00:00,35458,2,82.4,21.1
2018-02-05 03:00:00,35454,3,81.0,21.5
2018-02-05 04:00:00,35450,4,79.4,22.0
2018-02-05 05:00:00,35446,5,79.0,22.4
2018-02-05 06:00:00,35442,6,80.2,22.2
2018-02-05 07:00:00,35438,7,79.2,22.3
2018-02-05 08:00:00,35434,8,78.1,22.3
2018-02-05 09:00:00,35430,9,79.2,22.0
2018-02-05 10:00:00,35426,10,82.8,21.6
2018-02-05 11:00:00,35422,11,84.7,21.3
2018-02-05 12:00:00,35490,6,87.8,19.3
2018-02-05 13:00:00,35418,12,82.8,21.8
2018-02-05 14:00:00,35414,1,87.0,21.0
2018-02-05 15:00:00,35410,2,87.5,20.9
2018-02-05 16:00:00,35406,3,88.8,20.6
2018-02-05 17:00:00,35486,7,88.4,19.2
2018-02-05 18:00:00,35482,8,88.7,19.1
2018-02-05 19:00:00,35478,9,88.8,19.1
2018-02-05 20:00:00,35474,10,92.0,18.6
2018-02-05 21:00:00,35470,11,93.7,18.4
2018-02-05 22:00:00,35466,12,91.0,19.1
2018-02-05 23:00:00,35462,1,83.8,20.6
2018-02-06 00:00:00,35402,4,85.5,21.2
2018-02-06 01:00:00,35398,5,86.6,21.0
2018-02-06 02:00:00,35362,2,82.8,20.5
2018-02-06 03:00:00,35358,3,79.0,21.1
2018-02-06 04:00:00,35354,4,75.1,22.0
2018-02-06 05:00:00,35350,5,72.5,22.6
2018-02-06 06:00:00,35346,6,69.7,23.1
2018-02-06 07:00:00,35342,7,69.4,23.1
2018-02-06 08:00:00,35338,8,68.9,22.8
2018-02-06 09:00:00,35334,9,70.8,22.2
2018-02-06 10:00:00,35330,10,75.1,21.6
2018-02-06 11:00:00,35326,11,78.0,21.1
2018-02-06 12:00:00,35394,6,86.5,21.0
2018-02-06 13:00:00,35322,12,78.4,21.1
2018-02-06 14:00:00,35726,1,82.0,20.8
2018-02-06 15:00:00,35725,2,83.1,20.6
2018-02-06 16:00:00,35724,3,85.2,20.3
2018-02-06 17:00:00,35390,7,87.2,20.8
2018-02-06 18:00:00,35386,8,87.3,20.6
2018-02-06 19:00:00,35382,9,87.5,20.5
2018-02-06 20:00:00,35378,10,91.0,19.6
2018-02-06 21:00:00,35374,11,92.2,19.4
2018-02-06 22:00:00,35370,12,88.4,20.0
2018-02-06 23:00:00,35366,1,86.8,19.8
2018-02-07 00:00:00,35723,4,86.6,20.1
2018-02-07 01:00:00,35722,5,88.2,19.9
2018-02-07 02:00:00,35712,2,86.5,18.8
2018-02-07 03:00:00,35710,3,84.8,19.0
2018-02-07 04:00:00,35708,4,81.9,19.7
2018-02-07 05:00:00,35706,5,80.0,20.1
2018-02-07 06:00:00,35704,6,80.1,20.1
2018-02-07 07:00:00,35702,7,78.8,20.2
2018-02-07 08:00:00,35700,8,76.7,20.3
2018-02-07 09:00:00,35698,9,77.4,20.0
2018-02-07 10:00:00,35696,10,80.9,19.7
2018-02-07 11:00:00,35694,11,82.5,19.5
2018-02-07 12:00:00,35721,6,88.9,19.8
2018-02-07 13:00:00,35692,12,79.0,20.3
2018-02-07 14:00:00,35822,1,79.2,20.0
2018-02-07 15:00:00,35821,2,79.2,19.8
2018-02-07 16:00:00,35820,3,81.0,19.5
2018-02-07 17:00:00,35720,7,89.4,19.6
2018-02-07 18:00:00,35719,8,89.4,19.5
2018-02-07 19:00:00,35718,9,89.5,19.4
2018-02-07 20:00:00,35717,10,91.9,18.7
2018-02-07 21:00:00,35716,11,93.0,18.3
2018-02-07 22:00:00,35715,12,90.2,18.7
2018-02-07 23:00:00,35714,1,88.6,18.5
2018-02-08 00:00:00,35819,4,81.3,19.4
2018-02-08 01:00:00,35818,5,82.8,19.2
2018-02-08 02:00:00,35808,2,69.9,20.7
2018-02-08 03:00:00,35806,3,64.7,21.9
2018-02-08 04:00:00,35804,4,63.0,22.6
2018-02-08 05:00:00,35802,5,62.2,23.0
2018-02-08 06:00:00,35800,6,63.4,22.8
2018-02-08 07:00:00,35798,7,65.0,22.6
2018-02-08 08:00:00,35796,8,66.3,22.3
2018-02-08 09:00:00,35794,9,70.2,21.5
2018-02-08 10:00:00,35792,10,74.4,20.8
2018-02-08 11:00:00,35790,11,76.6,20.3
2018-02-08 12:00:00,35817,6,82.9,19.1
2018-02-08 13:00:00,35788,12,73.9,20.9
2018-02-08 14:00:00,35918,1,78.2,19.9
2018-02-08 15:00:00,35917,2,78.7,19.6
2018-02-08 16:00:00,35916,3,81.2,19.1
2018-02-08 17:00:00,35816,7,83.7,18.9
2018-02-08 18:00:00,35815,8,83.8,18.7
2018-02-08 19:00:00,35814,9,84.0,18.5
2018-02-08 20:00:00,35813,10,85.7,18.0
2018-02-08 21:00:00,35812,11,85.8,17.9
2018-02-08 22:00:00,35811,12,82.0,18.6
2018-02-08 23:00:00,35810,1,76.0,19.5
2018-02-09 00:00:00,35915,4,82.4,18.8
2018-02-09 01:00:00,35914,5,84.0,18.5
2018-02-09 02:00:00,35904,2,72.2,20.2
2018-02-09 03:00:00,35902,3,68.6,20.8
2018-02-09 04:00:00,35900,4,66.6,21.6
2018-02-09 05:00:00,35898,5,65.4,22.1
2018-02-09 06:00:00,35896,6,67.3,21.8
2018-02-09 07:00:00,35894,7,67.1,21.8
2018-02-09 08:00:00,35892,8,66.6,21.8
2018-02-09 09:00:00,35890,9,68.8,21.3
2018-02-09 10:00:00,35888,10,73.4,20.6
2018-02-09 11:00:00,35886,11,75.7,20.2
2018-02-09 12:00:00,35913,6,84.2,18.3
2018-02-09 13:00:00,35884,12,73.6,20.8
2018-02-09 14:00:00,36206,1,74.7,20.2
2018-02-09 15:00:00,36205,2,75.8,19.7
2018-02-09 16:00:00,36204,3,78.8,19.1
2018-02-09 17:00:00,35912,7,84.8,18.0
2018-02-09 18:00:00,35911,8,84.9,17.8
2018-02-09 19:00:00,35910,9,85.1,17.5
2018-02-09 20:00:00,35909,10,86.2,17.2
2018-02-09 21:00:00,35908,11,85.8,17.2
2018-02-09 22:00:00,35907,12,81.5,18.2
2018-02-09 23:00:00,35906,1,76.3,19.5
2018-02-10 00:00:00,34571,4,76.1,18.4
2018-02-10 01:00:00,34570,5,79.4,17.7
2018-02-10 02:00:00,34621,2,55.4,23.6
2018-02-10 03:00:00,34620,3,50.1,24.9
2018-02-10 04:00:00,34619,4,45.5,26.2
2018-02-10 05:00:00,34618,5,40.6,27.3
2018-02-10 06:00:00,34617,6,40.5,28.2
2018-02-10 07:00:00,34616,7,40.5,28.2
2018-02-10 08:00:00,34615,8,40.5,28.3
2018-02-10 09:00:00,34614,9,43.1,27.4
2018-02-10 10:00:00,34613,10,49.9,25.2
2018-02-10 11:00:00,34612,11,59.3,23.1
2018-02-10 12:00:00,34569,6,83.0,17.1
2018-02-10 13:00:00,34611,12,64.7,21.6
2018-02-10 14:00:00,34670,1,68.2,20.7
2018-02-10 15:00:00,34669,2,72.6,19.6
2018-02-10 16:00:00,34668,3,74.8,18.9
2018-02-10 17:00:00,34568,7,84.3,16.7
2018-02-10 18:00:00,34567,8,86.5,16.2
2018-02-10 19:00:00,34566,9,87.9,15.8
2018-02-10 20:00:00,34565,10,89.9,15.6
2018-02-10 21:00:00,34564,11,87.9,16.5
2018-02-10 22:00:00,34563,12,68.4,20.3
2018-02-10 23:00:00,34622,1,62.9,21.6
2018-02-11 00:00:00,36203,4,81.7,18.5
2018-02-11 01:00:00,36202,5,83.6,18.0
2018-02-11 02:00:00,36192,2,61.5,22.5
2018-02-11 03:00:00,36190,3,57.9,23.7
2018-02-11 04:00:00,36188,4,56.5,24.5
2018-02-11 05:00:00,36186,5,55.6,25.1
2018-02-11 06:00:00,36184,6,58.0,24.7
2018-02-11 07:00:00,36182,7,59.9,24.4
2018-02-11 08:00:00,36180,8,62.3,23.9
2018-02-11 09:00:00,36178,9,67.3,23.0
2018-02-11 10:00:00,36176,10,72.2,22.0
2018-02-11 11:00:00,36174,11,75.0,21.4
2018-02-11 12:00:00,36201,6,83.8,17.8
2018-02-11 13:00:00,36172,12,73.5,21.6
2018-02-11 14:00:00,36170,1,78.1,21.0
2018-02-11 15:00:00,36167,2,78.9,20.5
2018-02-11 16:00:00,36164,3,80.8,19.9
2018-02-11 17:00:00,36200,7,84.6,17.5
2018-02-11 18:00:00,36199,8,85.0,17.2
2018-02-11 19:00:00,36198,9,85.6,16.9
2018-02-11 20:00:00,36197,10,84.8,16.9
2018-02-11 21:00:00,36196,11,82.6,17.3
2018-02-11 22:00:00,36195,12,76.4,18.6
2018-02-11 23:00:00,36194,1,65.7,21.3
2018-02-12 00:00:00,36161,4,83.7,19.3
2018-02-12 01:00:00,36158,5,85.0,19.1
2018-02-12 02:00:00,36130,2,67.3,23.0
2018-02-12 03:00:00,36126,3,62.6,24.4
2018-02-12 04:00:00,36122,4,62.9,24.8
2018-02-12 05:00:00,36118,5,64.1,24.9
2018-02-12 06:00:00,36114,6,67.7,24.4
2018-02-12 07:00:00,36110,7,68.5,24.2
2018-02-12 08:00:00,36106,8,70.4,23.8
2018-02-12 09:00:00,36102,9,75.3,23.0
2018-02-12 10:00:00,36098,10,80.3,22.1
2018-02-12 11:00:00,36094,11,82.7,21.5
2018-02-12 12:00:00,36155,6,85.1,18.9
2018-02-12 13:00:00,36090,12,82.4,21.4
2018-02-12 14:00:00,36086,1,83.7,21.1
2018-02-12 15:00:00,36082,2,84.2,20.8
2018-02-12 16:00:00,36078,3,85.8,20.4
2018-02-12 17:00:00,36152,7,86.0,18.8
2018-02-12 18:00:00,36149,8,86.3,18.6
2018-02-12 19:00:00,36146,9,86.8,18.5
2018-02-12 20:00:00,36143,10,87.2,18.2
2018-02-12 21:00:00,36140,11,85.9,18.4
2018-02-12 22:00:00,36137,12,80.8,19.4
2018-02-12 23:00:00,36134,1,73.0,21.5
2018-02-13 00:00:00,36074,4,87.1,20.2
2018-02-13 01:00:00,36070,5,88.1,20.0
2018-02-13 02:00:00,36034,2,81.1,21.6
2018-02-13 03:00:00,36030,3,78.3,22.2
2018-02-13 04:00:00,36026,4,75.0,23.0
2018-02-13 05:00:00,36022,5,72.3,23.6
2018-02-13 06:00:00,36018,6,72.7,23.5
2018-02-13 07:00:00,36014,7,70.6,23.7
2018-02-13 08:00:00,36010,8,69.7,23.5
2018-02-13 09:00:00,36006,9,71.4,23.0
2018-02-13 10:00:00,36002,10,76.6,22.1
2018-02-13 11:00:00,35998,11,79.6,21.6
2018-02-13 12:00:00,36066,6,88.4,20.0
2018-02-13 13:00:00,35994,12,79.4,21.5
2018-02-13 14:00:00,36398,1,78.7,21.1
2018-02-13 15:00:00,36397,2,79.4,20.8
2018-02-13 16:00:00,36396,3,81.2,20.4
2018-02-13 17:00:00,36062,7,89.0,19.8
2018-02-13 18:00:00,36058,8,89.0,19.8
2018-02-13 19:00:00,36054,9,89.2,19.7
2018-02-13 20:00:00,36050,10,92.2,19.2
2018-02-13 21:00:00,36046,11,93.5,19.1
2018-02-13 22:00:00,36042,12,90.3,19.8
2018-02-13 23:00:00,36038,1,84.0,21.0
2018-02-14 00:00:00,36395,4,85.3,19.6
2018-02-14 01:00:00,36394,5,86.4,19.3
2018-02-14 02:00:00,36384,2,66.6,22.1
2018-02-14 03:00:00,36382,3,62.7,23.3
2018-02-14 04:00:00,36380,4,60.8,24.1
2018-02-14 05:00:00,36378,5,59.4,24.7
2018-02-14 06:00:00,36376,6,62.0,24.2
2018-02-14 07:00:00,36374,7,62.5,24.2
2018-02-14 08:00:00,36372,8,64.1,23.8
2018-02-14 09:00:00,36370,9,68.1,23.1
2018-02-14 10:00:00,36368,10,73.6,22.1
2018-02-14 11:00:00,36366,11,76.8,21.5
2018-02-14 12:00:00,36393,6,86.6,19.2
2018-02-14 13:00:00,36364,12,75.5,21.7
2018-02-14 14:00:00,36362,1,77.0,20.9
2018-02-14 15:00:00,36359,2,78.1,20.5
2018-02-14 16:00:00,36356,3,80.6,20.0
2018-02-14 17:00:00,36392,7,87.1,19.0
2018-02-14 18:00:00,36391,8,87.2,18.8
